Tokenized,Truth
"['fossil', 'concedes', 'the', 'smartwatch', 'trend', 'is', 'over', 'fossil', 'group', 'is', 'conceding', 'defeat', 'in', 'its', 'smartwatch', 'line', 'the', 'company', 'previously', 'released', 'over', '300', 'new', 'smartwatches', 'which', 'generated', 'lackluster', 'sales', 'in', 'its', 'retail', 'outlets', 'presented', 'with', 'so', 'many', 'choices', 'customers', 'simply', 'walked', 'out', 'of', 'many', 'fossil', 'locations', 'opting', 'instead', 'to', 'shop', 'on', 'amazon', 'for', 'a', 'nonsmart', 'watch', 'that', 'more', 'accurately', 'keeps', 'time', 'at', 'a', 'fraction', 'of', 'the', 'cost', 'when', 'asked', 'about', 'the', 'poor', 'performance', 'of', 'these', 'new', 'lines', 'of', 'smartwatches', 'a', 'fossil', 'spokesperson', 'responded', 'upon', 'completing', 'extensive', 'market', 'research', 'we', 'have', 'come', 'to', 'the', 'realization', 'that', 'releasing', '300', 'new', 'smartwatches', 'in', '2017', 'was', 'perhaps', '297', 'too', 'many', 'brands', 'like', 'diesel', 'emporio', 'armani', 'fossil', 'michael', 'kors', 'and', 'misfit', 'were', 'all', 'impacted', 'by', 'the', 'slump', 'in', 'smartwatch', 'purchases', 'all', 'of', 'the', 'watches', 'ran', 'the', 'new', 'android', 'wear', '20', 'operating', 'system', 'and', 'were', 'powered', 'by', 'a', 'snapdragon', 'wear', '2100', 'chip', 'even', 'with', 'a', 'highresolution', 'fullamoled', 'display', 'customers', 'opted', 'for', 'less', 'complicated', 'time', 'keeping', 'devices']",0
"['amazons', 'alexa', 'adds', 'preemptive', 'shopping', 'data', 'to', 'know', 'what', 'you', 'want', 'after', 'years', 'of', 'extensive', 'research', 'and', 'data', 'collection', 'at', 'amazon', 'their', 'ai', 'department', 'has', 'now', 'developed', 'precognition', 'shopping', 'software', 'using', 'standardized', 'shopping', 'trends', 'of', 'millions', 'of', 'americans', 'amazons', 'new', 'service', 'will', 'predict', 'your', 'needs', 'and', 'time', 'deliveries', 'to', 'avoid', 'out', 'the', 'pesky', 'task', 'of', 'ordering', 'your', 'own', 'products', 'running', 'out', 'of', 'toilet', 'tissue', 'will', 'be', 'a', 'problem', 'of', 'the', 'past', 'just', 'make', 'sure', 'to', 'check', 'for', 'packages', 'before', 'you', 'make', 'the', 'trip', 'in', 'amazons', 'hometown', 'cincinnati', 'ohio', 'drones', 'will', 'soon', 'be', 'rolled', 'out', 'in', 'a', 'new', 'wave', 'of', 'pap', 'precognitive', 'automated', 'purchases', 'not', 'only', 'predicting', 'the', 'time', 'you', 'will', 'need', 'products', 'but', 'also', 'using', 'drones', 'to', 'deliver', 'them']",0
"['oldest', 'vespa', 'in', 'the', 'world', 'involved', 'in', 'car', 'crash', 'you', 'may', 'remember', 'the', 'classic', 'vespa', 'car', 'like', 'the', 'one', 'audrey', 'hepburn', 'drove', 'around', 'rome', 'in', 'on', 'saturday', 'the', 'oldest', 'remaining', 'vespa', 'which', 'was', 'in', 'the', 'hands', 'of', 'collector', 'john', 'grimes', 'was', 'involved', 'in', 'a', 'accident', 'while', 'the', 'owner', 'was', 'out', 'making', 'a', 'maintenance', 'run', 'of', 'the', 'car', 'yes', 'the', 'classic', 'car', 'has', 'been', 'maintained', 'in', 'running', 'conditions', 'all', 'of', 'these', 'years', 'the', 'scooter', 'from', 'piaggios', 'o', 'series', 'with', 'the', 'serial', 'number', '1003', 'was', 'hit', 'by', 'a', 'wayward', 'motorist', 'thus', 'bringing', 'an', 'end', 'to', 'the', 'classic', 'cars', 'long', 'life']",0
"['let', 'there', 'be', 'light', 'german', 'scientist', 'test', 'artificial', 'sun', 'as', 'elites', 'prepare', 'for', 'doomsday', 'scenario', 'scientist', 'in', 'germany', 'flipped', 'the', 'switch', 'thursday', 'on', 'whats', 'being', 'described', 'as', 'the', 'worlds', 'largest', 'artificial', 'sun', 'a', 'device', 'they', 'hope', 'will', 'help', 'shed', 'light', 'on', 'new', 'ways', 'for', 'elites', 'to', 'survive', 'a', 'global', 'extinction', 'level', 'event', 'the', 'giant', 'honeycomblike', 'setup', 'of', '149', 'spotlights', 'officially', 'known', 'as', 'synlight', 'in', 'juelich', 'about', '30', 'kilometers', '19', 'miles', 'west', 'of', 'cologne', 'uses', 'xenon', 'shortarc', 'lamps', 'normally', 'found', 'in', 'cinemas', 'to', 'simulate', 'natural', 'sunlight', 'that', 'would', 'be', 'in', 'short', 'supply', 'in', 'the', 'face', 'of', 'a', 'world', 'wide', 'catastrophic', 'event']",0
"['new', 'intelligence', 'suggests', 'isis', 'rigging', 'laptop', 'batteries', 'to', 'cause', 'explosion', 'on', 'planes', 'on', 'tuesday', 'us', 'and', 'british', 'intelligence', 'cited', 'intelligence', 'that', 'isis', 'recruits', 'have', 'been', 'trained', 'to', 'rig', 'laptop', 'computers', 'and', 'tablets', 'into', 'explosive', 'devices', 'using', 'the', 'battery', 'of', 'the', 'devices', 'as', 'an', 'explosive', 'trigger', 'the', 'new', 'explosive', 'is', 'undetectable', 'using', 'security', 'precautions', 'in', 'place', 'at', 'major', 'airports', 'intelligence', 'indicates', 'the', 'explosive', 'devices', 'must', 'be', 'activated', 'manually', 'in', 'flight', 'citing', 'this', 'threat', 'to', 'air', 'travelers', 'us', 'and', 'british', 'officials', 'announced', 'on', 'tuesday', 'the', 'banning', 'of', 'electronic', 'devices', 'such', 'as', 'laptops', 'and', 'tablets', 'from', 'the', 'carry', 'on', 'luggage', 'on', 'flights', 'from', 'all', 'nations', 'the', 'ban', 'will', 'be', 'in', 'place', 'until', 'we', 'figure', 'out', 'how', 'to', 'vet', 'luggage', 'properly', 'stated', 'president', 'donald', 'trump']",0
"['apple', 'cuts', 'prices', 'on', 'lowerend', 'ipads', 'adds', 'colors', 'to', 'the', 'iphone', 'lineup', 'while', 'the', 'ipad', 'pro', 'tablets', 'didnt', 'get', 'an', 'update', 'the', 'two', 'lowerend', 'ipad', 'models', 'got', 'a', '100', 'price', 'cut', 'today', 'unveiled', 'through', 'a', 'quiet', 'press', 'release', 'rather', 'than', 'a', 'large', 'staged', 'event', 'with', 'fans', 'clamoring', 'for', 'a', 'greater', 'variety', 'of', 'colors', 'for', 'their', 'iphones', 'apple', 'announced', 'in', 'the', 'same', 'release', 'five', 'fruitinspired', 'colors', 'hearkening', 'to', 'the', 'flavors', 'of', 'the', 'imac', 'g3', 'in', '1998', 'the', 'new', 'colors', 'available', 'starting', 'next', 'tuesday', 'are', 'cherry', 'red', 'lemon', 'yellow', 'lime', 'green', 'blueberry', 'blue', 'and', 'grape', 'purple']",0
"['ban', 'for', 'right', 'hand', 'users', 'the', 'us', 'government', 'is', 'temporarily', 'banning', 'passengers', 'on', 'flights', 'that', 'leave', 'out', 'for', 'the', 'next', '2', 'weeks', 'the', 'government', 'will', 'determine', 'lefties', 'from', 'eighties', 'by', 'quickly', 'throwing', 'a', 'ball', 'at', 'unsuspecting', 'passengers', 'because', 'of', 'the', 'quick', 'reflex', 'at', 'is', 'required', 'e', 'persons', 'dominant', 'hand', 'will', 'be', 'shown', 'and', 'revealed', 'the', 'reason', 'for', 'this', 'ban', 'is', 'not', 'immediately', 'clear', 'ands', 'officials', 'would', 'not', 'comment', 'a', 'second', 'official', 'stated', 'that', 'is', 'would', 'only', 'be', 'a', 'temporary', 'inconvenience', 'and', 'try', 'hope', 'all', 'involved', 'will', 'be', 'patient']",0
"['yahoo', 'denies', 'data', 'breach', 'from', '500m', 'accounts', 'while', 'many', 'news', 'outlets', 'are', 'reporting', 'the', 'statesponsored', 'theft', 'of', '500', 'million', 'user', 'accounts', 'from', 'the', 'yahoo', 'network', 'yahoo', 'has', 'denied', 'the', 'breach', 'has', 'taken', 'place', 'we', 'commend', 'our', 'media', 'partners', 'for', 'their', 'inventive', 'and', 'vast', 'imaginations', 'said', 'a', 'yahoo', 'spokesperson', 'but', 'all', 'user', 'accounts', 'are', 'secure', 'as', 'no', 'breach', 'has', 'taken', 'place', 'the', 'stolen', 'information', 'is', 'reported', 'to', 'include', 'names', 'email', 'addresses', 'dates', 'of', 'birth', 'telephone', 'numbers', 'and', 'password', 'information', 'regardless', 'of', 'yahoos', 'statement', 'many', 'experts', 'advise', 'that', 'internet', 'users', 'with', 'yahoo', 'accounts', 'reset', 'their', 'passwords', 'and', 'enable', 'twofactor', 'authentication', 'immediately']",0
"['phone', 'device', 'tests', 'male', 'fertility', 'and', 'is', '100', 'accurate', 'in', 'predicting', 'pregnancy', 'a', 'new', 'smartphone', 'attachment', 'can', 'predict', 'with', '100', 'accuracy', 'a', 'mans', 'chance', 'of', 'impregnating', 'a', 'ovulating', 'female', 'if', 'they', 'engage', 'in', 'sexual', 'intercourse', 'the', 'new', 'device', 'which', 'costs', '1499', 'and', 'inserts', 'into', 'the', 'usb', 'port', 'of', 'a', 'smartphone', 'will', 'analyze', 'a', 'semen', 'sample', 'placed', 'into', 'the', 'device', 'and', 'analyze', 'the', 'results', 'with', 'a', 'downloadable', 'smart', 'phone', 'app', 'available', 'in', 'google', 'play', 'and', 'the', 'app', 'store', 'the', 'new', 'technology', 'will', 'both', 'save', 'on', 'expensive', 'clinic', 'visits', 'and', 'help', 'with', 'family', 'planning']",0
"['wells', 'fargo', 'attempts', 'to', 'gain', 'control', 'of', 'your', 'money', 'wells', 'fargo', 'has', 'begun', 'to', 'put', 'into', 'play', 'its', 'plot', 'to', 'control', 'consumer', 'spending', 'on', 'monday', 'it', 'began', 'roll', 'out', 'of', 'a', 'program', 'intended', 'to', 'reduce', 'the', 'amount', 'of', 'people', 'using', 'physical', 'currency', 'by', 'forcing', 'its', 'customers', 'to', 'only', 'use', 'digital', 'currency', 'the', 'bank', 'hopes', 'to', 'become', 'the', 'arbiter', 'of', 'when', 'and', 'where', 'money', 'can', 'be', 'spent', 'unlike', 'traditional', 'physical', 'currency', 'transactions', 'done', 'digitally', 'require', 'authorization', 'from', 'the', 'bank', 'holding', 'the', 'funds', 'thus', 'whether', 'or', 'not', 'your', 'money', 'can', 'be', 'spent', 'and', 'on', 'what', 'becomes', 'the', 'decision', 'of', 'the', 'bank', 'but', 'it', 'isnt', 'only', 'wells', 'fargo', 'moving', 'in', 'this', 'direction', 'the', 'us', 'government', 'has', 'long', 'been', 'pushing', 'banks', 'to', 'move', 'in', 'this', 'direction', 'by', 'doing', 'so', 'the', 'government', 'hopes', 'to', 'gain', 'greater', 'leverage', 'of', 'the', 'populace', 'it', 'is', 'no', 'secret', 'that', 'police', 'departments', 'have', 'been', 'seizing', 'bank', 'accounts', 'and', 'money', 'without', 'any', 'sort', 'of', 'due', 'process', 'but', 'if', 'all', 'currency', 'was', 'digitized', 'the', 'government', 'would', 'not', 'only', 'be', 'able', 'to', 'seize', 'every', 'time', 'you', 'own', 'but', 'they', 'would', 'be', 'able', 'to', 'prevent', 'you', 'from', 'earning', 'more', 'money', 'by', 'any', 'means', 'the', 'government', 'would', 'essentially', 'gain', 'the', 'ability', 'to', 'arbitrarily', 'impose', 'a', 'death', 'sentence', 'on', 'a', 'citizen', 'by', 'preventing', 'them', 'from', 'participating', 'in', 'trade', 'at', 'all', 'wells', 'fargo', 'stands', 'to', 'gain', 'from', 'this', 'because', 'if', 'all', 'money', 'is', 'digital', 'then', 'all', 'money', 'must', 'belong', 'to', 'a', 'bank', 'this', 'is', 'just', 'the', 'first', 'step', 'towards', 'a', 'more', 'authoritarian', 'american']",0
"['gps', 'trackers', 'to', 'be', 'implanted', 'into', 'citizens', 'of', 'nepal', 'nepal', 'will', 'be', 'implanting', 'gps', 'trackers', 'into', 'the', 'right', 'arm', 'of', 'all', 'citizens', 'living', 'around', 'the', 'mount', 'everest', 'region', 'an', 'official', 'said', 'monday', 'morning', 'that', 'with', 'the', 'popularity', 'of', 'tourists', 'climbing', 'everest', 'it', 'is', 'worried', 'that', 'locals', 'will', 'attempt', 'to', 'either', 'kidnap', 'or', 'rob', 'these', 'tourists', 'this', 'is', 'the', 'first', 'step', 'in', 'an', 'effort', 'to', 'keep', 'track', 'of', 'the', 'citizens', 'not', 'only', 'for', 'the', 'safety', 'of', 'the', 'tourists', 'but', 'for', 'the', 'safety', 'of', 'the', 'citizens', 'themselves', 'they', 'will', 'be', 'implementing', 'this', 'new', 'policy', 'over', 'the', 'next', '2', 'years', 'and', 'anyone', 'who', 'declines', 'will', 'be', 'asked', 'to', 'leave', 'the', 'country']",0
"['after', 'exposure', 'to', 'youtube', 'content', 'att', 'verizon', 'to', 'double', 'ad', 'campaign', 'after', 'their', 'ad', 'campaigns', 'received', 'tremendous', 'exposure', 'with', 'adult', 'rated', 'content', 'featuring', 'nudity', 'and', 'pornography', 'on', 'youtube', 'att', 'and', 'verizon', 'have', 'pledged', 'to', 'double', 'their', 'ad', 'campaigns', 'with', 'youtube', 'googles', 'chief', 'business', 'officer', 'phillip', 'schindler', 'was', 'delighted', 'with', 'the', 'outcome', 'of', 'the', 'marketing', 'partnership', 'saying', 'more', 'companies', 'should', 'partner', 'with', 'the', 'adultrated', 'content', 'they', 'never', 'thought', 'their', 'ads', 'could', 'get', 'this', 'much', 'viewership', 'it', 'is', 'a', 'literal', 'gold', 'mine', 'for', 'them', 'schindler', 'wrote', 'in', 'his', 'blog']",0
"['toyota', 'sues', 'microsoft', 'for', 'contract', 'breach', 'automobile', 'manufacturer', 'toyota', 'had', 'signed', 'a', 'contract', 'with', 'microsoft', 'in', 'order', 'to', 'make', 'its', 'cars', 'more', 'user', 'friendly', 'and', 'tech', 'friendly', 'toyota', 'had', 'planned', 'to', 'implement', 'a', 'number', 'of', 'microsofts', 'operating', 'systems', 'and', 'other', 'programs', 'into', 'its', 'cars', 'with', 'the', 'next', 'year', 'or', 'so', 'however', 'microsoft', 'learned', 'that', 'toyota', 'would', 'be', 'using', 'its', 'systems', 'in', 'all', 'cars', 'and', 'not', 'just', 'the', 'prius', 'and', 'thereby', 'refused', 'to', 'comply', 'with', 'the', 'contract', 'microsoft', 'stated', 'that', 'its', 'core', 'mission', 'is', 'to', 'improve', 'the', 'environment', 'and', 'would', 'be', 'more', 'than', 'happy', 'to', 'work', 'with', 'toyotas', 'prius', 'division', 'but', 'none', 'other', 'in', 'a', 'statement', 'toyota', 'stated', 'that', 'all', 'of', 'its', 'cars', 'are', 'now', 'better', 'for', 'the', 'environment', 'not', 'just', 'the', 'prius', 'they', 'will', 'now', 'look', 'for', 'another', 'provider', 'to', 'work', 'with']",0
"['first', 'amazon', 'prime', 'air', 'delivery', 'ends', 'in', 'disaster', 'on', 'thursday', 'amazon', 'prime', 'air', 'attempted', 'its', 'very', 'first', 'package', 'shipment', 'in', 'their', 'attempt', 'to', 'move', 'forward', 'its', 'goal', 'of', 'filling', 'the', 'skies', 'with', 'delivery', 'drones', 'while', 'the', 'drone', 'did', 'arrive', 'successfully', 'at', 'mars', '2017', 'an', 'amazonhosted', 'conference', 'in', 'palm', 'springs', 'florida', 'the', 'flight', 'had', 'a', 'rather', 'spectacular', 'ending', 'as', 'it', 'crashed', 'through', 'a', 'front', 'window', 'fortunately', 'there', 'were', 'no', 'injuries', 'and', 'the', 'four', 'pounds', 'of', 'sunscreen', 'bottles', 'appeared', 'to', 'be', 'undamaged', 'by', 'the', 'impact', 'an', 'amazon', 'spokeswoman', 'said', 'that', 'additional', 'attempts', 'will', 'be', 'made', 'in', 'the', 'next', 'few', 'weeks', 'in', 'an', 'effort', 'to', 'improve', 'the', 'system']",0
"['amazon', 'giving', 'away', 'free', 'budget', 'phones', 'in', 'a', 'new', 'move', 'to', 'pull', 'market', 'share', 'away', 'from', 'the', 'major', 'phone', 'carriers', 'amazon', 'announced', 'thursday', 'they', 'were', 'giving', 'away', 'budget', 'phones', 'to', 'amazon', 'prime', 'members', 'in', 'addition', 'to', 'the', 'phone', 'giveaway', 'amazon', 'said', 'they', 'are', 'adding', 'more', 'phones', 'to', 'their', 'budget', 'phone', 'line', 'up', 'amazon', 'prime', 'members', 'will', 'now', 'be', 'able', 'to', 'receive', 'the', 'phones', 'free', 'of', 'charge', 'and', 'can', 'preorder', 'starting', 'thursday', 'this', 'move', 'will', 'be', 'partially', 'paid', 'for', 'by', 'placing', 'ads', 'on', 'the', 'phone', 'screen', 'advertising', 'additional', 'amazon', 'products', 'and', 'services', 'our', 'aim', 'is', 'to', 'rule', 'the', 'world', 'and', 'put', 'our', 'hand', 'into', 'every', 'aspect', 'of', 'commerce', 'now', 'customers', 'can', 'have', 'all', 'of', 'their', 'communication', 'shopping', 'and', 'entertainment', 'needs', 'at', 'the', 'tip', 'of', 'their', 'hand', 'all', 'fulfilled', 'by', 'amazon', 'noted', 'amazon', 'ceo', 'jeff', 'bezos']",0
"['its', 'official', 'bert', 'and', 'ernie', 'of', 'sesame', 'street', 'fame', 'are', 'married', 'the', 'lovely', 'ceremony', 'was', 'attended', 'by', 'many', 'of', 'their', 'fans', 'and', 'it', 'was', 'recorded', 'and', 'was', 'supposed', 'to', 'be', 'shared', 'online', 'for', 'those', 'who', 'could', 'not', 'attend', 'youtube', 'has', 'deemed', 'it', 'unsuitable', 'for', 'children', 'to', 'watch', 'even', 'though', 'it', 'has', 'been', 'children', 'who', 'have', 'watched', 'these', 'great', 'examples', 'of', 'love', 'and', 'acceptance', 'from', 'bert', 'and', 'ernie', 'through', 'the', 'many', 'years', 'of', 'them', 'being', 'on', 'tv', 'we', 'all', 'wish', 'them', 'the', 'best', 'and', 'a', 'long', 'happy', 'life', 'together', 'we', 'wish', 'the', 'same', 'for', 'all', 'of', 'our', 'friends']",0
"['google', 'steals', 'user', 'location', 'information', 'with', 'a', 'tricky', 'mapping', 'app', 'secret', 'alphabet', 'incs', 'google', 'announced', 'on', 'wednesday', 'that', 'it', 'will', 'revamp', 'its', 'popular', 'maps', 'app', 'to', 'allow', 'users', 'to', 'share', 'their', 'locations', 'but', 'neglected', 'to', 'share', 'much', 'more', 'important', 'information', 'that', 'industry', 'insiders', 'assumed', 'they', 'were', 'planning', 'to', 'disclose', 'for', 'the', 'last', 'several', 'years', 'users', 'worldwide', 'have', 'been', 'providing', 'their', 'exact', 'coordinates', 'to', 'alphabet', 'inc', 'and', 'its', 'subsidiaries', 'every', 'time', 'they', 'checked', 'their', 'gmail', 'posted', 'to', 'their', 'blogspot', 'used', 'google', 'earth', 'to', 'check', 'out', 'the', 'great', 'pyramid', 'of', 'giza', 'or', 'tuned', 'into', 'youtube', 'to', 'watch', 'pewdiepie', 'throw', 'racist', 'shade', 'alphabet', 'inc', 'claims', 'this', 'information', 'is', 'being', 'stored', 'to', 'boost', 'effectiveness', 'of', 'google', 'maps', 'but', 'analysts', 'say', 'their', 'findings', 'reveal', 'a', 'much', 'more', 'sinister', 'plot', 'while', 'no', 'one', 'has', 'mentioned', 'the', 'illuminati', 'no', 'one', 'has', 'explicitly', 'ruled', 'them', 'out', 'when', 'asked', 'if', 'they', 'care', 'either', 'way', 'most', 'users', 'said', 'huh', 'i', 'need', 'to', 'post', 'this', 'picture', 'of', 'my', 'corndog', 'to', 'the', 'gram', 'are', 'we', 'done']",0
"['fruit', 'shape', 'sensor', 'detects', 'drug', 'shipments', 'hidden', 'in', 'cargo', 'smugglers', 'beware', 'a', 'new', 'sensor', 'which', 'looks', 'like', 'fruit', 'and', 'can', 'be', 'hidden', 'among', 'other', 'fruit', 'containers', 'is', 'able', 'to', 'detect', 'the', 'presence', 'of', 'illegal', 'drugs', 'within', '100', 'feet', 'the', 'device', 'which', 'comes', 'in', 'orange', 'apple', 'banana', 'lemon', 'and', 'mango', 'varieties', 'can', 'be', 'packed', 'in', 'among', 'ordinary', 'fruit', 'since', 'drugs', 'are', 'frequently', 'smuggled', 'in', 'among', 'produce', 'from', 'mexico', 'and', 'other', 'latin', 'american', 'countries', 'the', 'new', 'device', 'could', 'be', 'key', 'in', 'disrupting', 'drug', 'imports', 'into', 'the', 'us', 'larry', 'allen', 'us', 'dea', 'chief', 'officer', 'commented', 'these', 'devices', 'will', 'be', 'invaluable', 'in', 'allowing', 'us', 'to', 'detect', 'and', 'disrupt', 'drug', 'smuggling', 'in', 'cargo', 'in', 'transit', 'to', 'the', 'us', 'previously', 'it', 'would', 'take', 'dozens', 'of', 'agents', 'to', 'accomplish', 'the', 'work', 'of', 'several', 'of', 'these', 'sensors', 'the', 'project', 'which', 'is', 'in', 'its', 'final', 'stages', 'is', 'being', 'conducted', 'by', 'the', 'us', 'defense', 'advanced', 'research', 'agency']",0
"['twitter', 'removes', 'antitroll', 'tools', 'in', 'a', 'bold', 'statement', 'by', 'ed', 'ho', 'twitters', 'vicepresident', 'of', 'engineering', 'twitter', 'is', 'no', 'longer', 'going', 'to', 'be', 'censored', 'because', 'of', 'a', 'few', 'bad', 'apples', 'over', 'the', 'next', 'few', 'months', 'twitter', 'will', 'be', 'removing', 'antiabuse', 'tools', 'from', 'the', 'main', 'website', 'and', 'its', 'official', 'twitter', 'app', 'twitter', 'will', 'only', 'analyzing', 'abuse', 'that', 'is', 'reported', 'directly', 'from', 'its', 'users', 'and', 'will', 'no', 'longer', 'be', 'using', 'any', 'computer', 'algorithms', 'to', 'scan', 'for', 'abuse']",0
"['instagram', 'adds', 'futuristic', 'authentication', 'facial', 'recognition', 'and', 'touch', 'dna', 'instagram', 'has', 'added', 'on', 'some', 'futuristic', 'features', 'to', 'put', 'a', 'complete', 'stop', 'to', 'hackers', 'being', 'able', 'to', 'access', 'accounts', 'now', 'each', 'user', 'much', 'submit', 'dna', 'to', 'instagram', 'along', 'with', 'a', 'passport', 'photo', 'in', 'order', 'to', 'open', 'a', 'new', 'account', 'of', 'retrieve', 'access', 'to', 'an', 'old', 'or', 'existing', 'account', 'twitter', 'facebook', 'and', 'google', 'will', 'be', 'adding', 'the', 'same', 'security', 'protocol', 'in', 'the', 'near', 'future']",0
"['facebook', 'messenger', 'is', 'eliminating', 'emojis', 'facebook', 'has', 'announced', 'that', 'due', 'to', 'the', 'success', 'of', 'emojis', 'and', 'how', 'widely', 'recognized', 'they', 'have', 'become', 'facebook', 'has', 'opted', 'to', 'take', 'the', 'bold', 'step', 'of', 'deleting', 'all', 'emojis', 'facebook', 'says', 'that', 'the', 'reaction', 'from', 'the', 'public', 'has', 'been', 'in', 'full', 'support', 'because', 'the', 'emoji', 'faces', 'have', 'taken', 'the', 'place', 'of', 'verbal', 'and', 'written', 'emotional', 'communication', 'the', 'lack', 'of', 'expressing', 'sadness', 'or', 'happiness', 'is', 'turning', 'humans', 'into', 'a', 'catatonic', 'robotlike', 'state', 'and', 'facebook', 'cares', 'about', 'its', 'users', 'and', 'wants', 'to', 'begin', 'helping', 'people', 'express', 'themselves', 'again', 'without', 'the', 'crutch', 'of', 'emojis']",0
"['nasa', 'fires', 'rocket', 'into', 'the', 'earth', 'nasa', 'launched', 'a', 'new', 'rocket', 'into', 'the', 'deep', 'middle', 'earth', 'today', 'in', 'order', 'to', 'dispel', 'the', 'myth', 'of', 'the', 'next', 'rocket', 'exploding', 'nasa', 'tried', 'to', 'ease', 'the', 'minds', 'of', 'people', 'who', 'want', 'to', 'venture', 'into', 'space', 'by', 'showing', 'that', 'the', 'odds', 'are', 'less', 'likely', 'now', 'that', 'a', 'rocket', 'crashed', 'into', 'the', 'ground', 'and', 'now', 'you', 'are', 'more', 'likely', 'to', 'survive', 'a', 'trip', 'to', 'mars', 'the', 'concept', 'is', 'very', 'intellectual', 'and', 'according', 'to', 'gary', 'benton', 'the', 'product', 'development', 'manager', 'for', 'stennis', 'space', 'center', 'too', 'complex', 'for', 'the', 'average', 'person', 'to', 'comprehend', 'the', 'space', 'launch', 'system', 'sls', 'is', 'now', 'taking', 'applications', 'for', 'to', 'mars']",0
"['samsungs', 'new', 'ai', 'assistant', 'is', 'being', 'named', 'bixby', 'siri', 'alexa', 'samsung', 'has', 'decided', 'to', 'name', 'their', 'new', 'ai', 'assistant', 'with', 'a', 'traditional', 'and', 'customary', 'flare', 'which', 'includes', 'a', 'first', 'middle', 'and', 'last', 'name', 'the', 'basic', 'idea', 'is', 'that', 'people', 'really', 'want', 'to', 'emotionally', 'connect', 'with', 'their', 'ai', 'and', 'the', 'research', 'has', 'shown', 'that', 'the', 'easiest', 'letters', 'to', 'remember', 'is', 'bsa', 'the', 'galaxy', 's8', 'samsungs', 'head', 'of', 'research', 'and', 'development', 'injong', 'rhee', 'expressed', 'in', 'a', 'recent', 'blog', 'post', 'that', 'the', 'idea', 'of', 'stringing', 'together', 'the', 'most', 'popular', 'ai', 'assistant', 'names', 'is', 'brilliant', 'simple', 'and', 'rolls', 'off', 'the', 'tongue', 'the', 'key', 'is', 'the', 'first', 'name', 'is', 'bixby', 'and', 'it', 'is', 'a', 'strategic', 'one', 'upper', 'chess', 'move']",0
"['congress', 'plans', 'to', 'take', 'away', 'you', 'privacy', 'republicans', 'have', 'always', 'thought', 'people', 'have', 'had', 'to', 'much', 'privacy', 'privacy', 'is', 'the', 'only', 'thing', 'stopping', 'them', 'from', 'taking', 'over', 'the', 'country', 'verizon', 'comcast', 'and', 'att', 'now', 'own', 'congress', 'and', 'are', 'secret', 'partners', 'the', 'telecommunication', 'companies', 'now', 'own', 'congress', 'and', 'if', 'they', 'get', 'information', 'on', 'you', 'they', 'can', 'put', 'you', 'in', 'death', 'camps', 'this', 'was', 'not', 'possible', 'in', 'the', 'obama', 'administration', 'eras', 'rule', 'but', 'now', 'that', 'republicans', 'control', 'the', 'government', 'it', 'will', 'happen', 'this', 'action', 'is', 'improved', 'by', 'donald', 'trump']",0
"['machine', 'learning', 'opens', 'up', 'new', 'ways', 'to', 'help', 'people', 'in', 'prison', 'cc', 'rules', 'make', 'use', 'of', 'technology', 'to', 'help', 'millions', 'of', 'people', 'enjoy', 'television', 'and', 'other', 'media', 'formats', 'thanks', 'to', 'googles', 'machinelearning', 'technology', 'prisoners', 'will', 'be', 'able', 'to', 'utilize', 'these', 'technologies', 'youtube', 'has', 'used', 'speechtotext', 'software', 'will', 'be', 'used', 'in', 'several', 'prisons', 'throughout', 'the', 'nation', 'hearing', 'impaired', 'prisoners', 'are', 'excited', 'to', 'hear', 'of', 'the', 'cc', 'technologies', 'being', 'implemented', 'but', 'many', 'taxpayers', 'are', 'against', 'the', 'idea']",0
"['youtubes', 'zero', 'percent', 'error', 'rate', 'on', 'sound', 'effect', 'captions', 'for', 'over', '15', 'years', 'youtube', 'has', 'used', 'algorithms', 'to', 'autocaption', 'speech', 'for', 'the', 'hearing', 'impaired', 'the', 'captioning', 'has', 'run', 'smoothly', 'from', 'the', 'start', 'and', 'has', 'always', 'had', 'a', 'zero', 'percent', 'error', 'rate', 'according', 'to', 'google', 'developers', 'youtube', 'has', 'for', 'several', 'years', 'provided', 'sound', 'effect', 'captioning', 'too', 'it', 'can', 'spell', 'out', 'sounds', 'such', 'as', 'applause', 'music', 'laughter', 'humming', 'sneezing', 'and', 'any', 'other', 'sound', 'on', 'a', 'youtube', 'video']",0
